<190>JAN 17 20:40:23 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 1
<190>Jan 18 12:45:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9947, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 12:45:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9948, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 12:45:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9948, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 13:02:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9951, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 13:02:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9951, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 13:02:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9952, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 13:02:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9952, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 13:19:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9955, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 13:19:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9955, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 13:19:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9956, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 13:19:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9956, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 13:36:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9959, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 13:36:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9959, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 13:36:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9960, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 13:36:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9960, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 13:53:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9963, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 13:53:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9963, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 13:53:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9964, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 13:53:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9964, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 14:10:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9967, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 14:10:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9967, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 14:10:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9968, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 14:10:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9968, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 14:27:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9971, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 14:27:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9971, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 14:27:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9972, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 14:27:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9972, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 14:44:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9975, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 14:44:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9975, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 14:44:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9976, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 14:44:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9976, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 15:01:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9979, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 15:01:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9979, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 15:01:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9980, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 15:01:00 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_SESSION_EXPIRED, seq_num=9980, level=INFO, username=infinidat, system=vbox-ps-01, description=Session expired (Idle) for user 'infinidat' from IP 172.20.89.195. Client ID: 'infinisdk.v235.0.0.dev3.auto-view.lab.gdc.il.infinidat.com.root.778'
<190>Jan 18 15:08:37 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DEFAULT_COMPRESSION_MODIFIED, seq_num=9991, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=The system default compression was modified to true
<190>Jan 18 15:08:37 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DEFAULT_COMPRESSION_MODIFIED, seq_num=9991, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=The system default compression was modified to true
<190>Jan 18 15:08:53 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_GROUP_DELETED, seq_num=10008, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Group 'CO-ReadOnly' has been deleted
<190>Jan 18 15:08:53 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_GROUP_DELETED, seq_num=10008, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Group 'CO-ReadOnly' has been deleted
<190>Jan 18 15:08:54 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_GROUP_CREATED, seq_num=10009, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Group 'CO-ReadOnly' has been created with role:READ_ONLY. The group links to DN:'CN=Infinidat,OU=Security Groups,OU=Groups,OU=Corp,DC=infinidat,DC=com'
<190>Jan 18 15:08:54 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=USER_GROUP_CREATED, seq_num=10009, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Group 'CO-ReadOnly' has been created with role:READ_ONLY. The group links to DN:'CN=Infinidat,OU=Security Groups,OU=Groups,OU=Corp,DC=infinidat,DC=com'
<190>Jan 18 15:08:59 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_DELETED, seq_num=10014, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'syslog1' deleted
<190>JAN 18 15:09:08 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 1
<190>JAN 18 15:09:08 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 2
<190>Jan 18 15:09:08 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=29418878, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing
<190>JAN 18 15:09:11 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 1
<190>JAN 18 15:09:12 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=0, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing of UDP socket 2
<190>Jan 18 15:09:12 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=DUMMY_TEST_EVENT, seq_num=29418878, level=INFO, username=admin, system=vbox-ps-01, description=Dummy event for notification testing
<190>Jan 18 15:09:18 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=10035, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'syslog1' created
<190>Jan 18 15:09:20 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=10038, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'syslog2' created
<190>Jan 18 15:09:20 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=10038, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'syslog2' created
<190>Jan 18 15:09:23 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=10041, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' created
<190>Jan 18 15:09:23 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=10041, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'graylog' created
<190>Jan 18 15:09:35 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=10052, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'production_email' created
<190>Jan 18 15:09:35 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_CREATED, seq_num=10052, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'production_email' created
<190>Jan 18 15:09:38 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_DELETED, seq_num=10055, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'setup_email' deleted
<190>Jan 18 15:09:38 172.20.68.167 INFINIBOX 30368 172.20.68.167: code=NOTIFICATION_RULE_DELETED, seq_num=10055, level=INFO, username=psus-gitlab-cicd, system=vbox-ps-01, description=Notification rule 'setup_email' deleted
